event_id,case_id,event_type,category,customer_id,merchant_id,obligation_id,obligation_type,amount_paise,amount_paid_paise,outstanding_amount_paise,currency,payment_method,bank,failure_reason,root_cause,created_at,hour_of_day,day_of_week,day_of_month,days_overdue,persona,customer_segment,customer_tenure_days,successful_payment_count,failed_payment_count_90d,previous_retry_success,previous_dunning_response,ptp_history_count,fulfilled_ptp_count,partial_payment_count,disputed_payment_count,invoice_count,subscription_count,average_days_late,days_since_last_payment,preferred_payment_hour,preferred_payment_day,channel_preference,last_contact_channel,contact_count_7d,contact_count_30d,sms_open_rate,whatsapp_read_rate,email_open_rate,voice_answer_rate,consent_sms,consent_email,consent_whatsapp,consent_voice,payment_method_changes_90d,device_change_count_30d,gateway_latency_ms,bank_status,is_international,is_anonymous_checkout,mandate_status,link_state,last_webhook_status,conversation_intent_hint,customer_message_sample,event_quality_flag
evt_syn_00430,case_syn_00430,payment.failed,Card expired,cus_0179,mer_edu_03,obl_syn_00430,payment,877200,0,877200,INR,card,Yes Bank,expired_card,expired_card,1787723160,5,2,26,3,P9,enterprise,1065,17,7,0.541,method_switcher,1,1,2,0,0,4,3.5,20,14,15,PAYMENT_LINK,SMS,0,1,0.555,0.481,0.367,0.597,1,1,1,1,9,7,1705,normal,0,0,not_applicable,created,valid,REQUEST_PAYMENT_LINK,Need invoice and payment details.,normal
evt_syn_00431,case_syn_00431,payment.failed,Card expired,cus_0020,mer_saas_02,obl_syn_00431,payment,1171500,0,1171500,INR,card,ICICI,expired_card,expired_card,1787723100,5,2,26,6,P7,startup,511,8,2,0.635,whatsapp_responsive,0,0,0,0,1,2,4.9,56,16,9,WHATSAPP,SMS,3,8,0.332,0.933,0.294,0.236,1,1,1,1,2,0,1740,normal,0,0,not_applicable,created,valid,REQUEST_PAYMENT_LINK,Please share the payment link again.,normal
evt_syn_00432,case_syn_00432,payment.failed,Card expired,cus_0234,mer_travel_05,obl_syn_00432,payment,924800,0,924800,INR,card,ICICI,expired_card,expired_card,1787716620,3,2,26,1,P9,smb,652,8,6,0.545,method_switcher,2,2,1,1,6,4,8.9,31,17,26,PAYMENT_LINK,EMAIL,0,9,0.248,0.54,0.123,0.306,1,1,1,1,10,5,1776,normal,0,0,not_applicable,created,valid,REQUEST_PAYMENT_LINK,I will check and pay shortly.,normal
evt_syn_00433,case_syn_00433,payment.failed,Card expired,cus_0137,mer_travel_05,obl_syn_00433,payment,1775800,0,1775800,INR,card,Kotak,expired_card,expired_card,1787716980,4,2,26,1,P9,smb,784,13,10,0.348,method_switcher,0,0,2,0,3,1,6.7,17,14,4,PAYMENT_LINK,EMAIL,2,10,0.336,0.443,0.483,0.657,1,1,1,1,8,6,114,normal,0,0,not_applicable,created,valid,REQUEST_PAYMENT_LINK,Please share the payment link again.,normal
evt_syn_00434,case_syn_00434,payment.failed,Card expired,cus_0409,mer_travel_05,obl_syn_00434,payment,1346300,0,1346300,INR,card,ICICI,expired_card,expired_card,1787714340,3,2,26,0,P9,enterprise,156,5,9,0.505,method_switcher,0,0,1,0,4,1,3.0,65,13,24,PAYMENT_LINK,EMAIL,1,8,0.386,0.278,0.489,0.542,1,1,1,1,6,6,1696,normal,0,0,not_applicable,created,valid,REQUEST_PAYMENT_LINK,Need invoice and payment details.,normal
evt_syn_00435,case_syn_00435,payment.failed,Card expired,cus_0171,mer_retail_01,obl_syn_00435,payment,1607200,0,1607200,INR,card,ICICI,expired_card,expired_card,1787713200,3,2,26,0,P3,smb,838,5,8,0.365,avoidant,2,2,1,0,0,2,10.2,28,21,4,SMS,WHATSAPP,0,11,0.914,0.118,0.409,0.36,1,1,1,0,3,3,506,normal,0,0,not_applicable,created,valid,REQUEST_PAYMENT_LINK,Please share the payment link again.,normal
evt_syn_00436,case_syn_00436,payment.failed,Card expired,cus_0014,mer_saas_02,obl_syn_00436,payment,539200,0,539200,INR,card,SBI,expired_card,expired_card,1787717940,4,2,26,5,P7,smb,1349,21,0,0.444,whatsapp_responsive,1,1,2,1,1,4,6.6,72,13,18,WHATSAPP,EMAIL,1,1,0.508,0.905,0.371,0.153,1,1,1,1,4,3,1540,normal,0,0,not_applicable,created,valid,REQUEST_PAYMENT_LINK,Need invoice and payment details.,normal
evt_syn_00437,case_syn_00437,payment.failed,Card expired,cus_0162,mer_edu_03,obl_syn_00437,payment,1232100,0,1232100,INR,card,HDFC,expired_card,expired_card,1787720820,5,2,26,6,P9,consumer,763,18,8,0.538,method_switcher,0,0,1,0,2,5,11.4,49,14,6,PAYMENT_LINK,EMAIL,2,11,0.123,0.123,0.086,0.319,1,1,1,1,9,7,108,normal,0,0,not_applicable,created,valid,REQUEST_PAYMENT_LINK,Please share the payment link again.,normal
evt_syn_00438,case_syn_00438,payment.failed,Card expired,cus_0401,mer_travel_05,obl_syn_00438,payment,83000,0,83000,INR,card,HDFC,expired_card,expired_card,1787711640,2,2,26,4,P6,smb,976,17,2,0.619,sms_responsive,1,1,0,0,5,1,3.7,49,18,8,SMS,EMAIL,2,12,0.712,0.353,0.334,0.633,1,1,1,1,4,0,565,normal,0,0,not_applicable,created,valid,REQUEST_PAYMENT_LINK,I will check and pay shortly.,normal
evt_syn_00439,case_syn_00439,payment.failed,Card expired,cus_0025,mer_retail_01,obl_syn_00439,payment,1590500,0,1590500,USD,card,HDFC,expired_card,expired_card,1787711220,2,2,26,6,P6,startup,562,12,5,0.75,sms_responsive,0,0,1,1,1,2,1.8,26,11,28,SMS,EMAIL,2,7,0.919,0.148,0.327,0.568,1,1,1,1,2,2,996,normal,0,0,not_applicable,created,valid,REQUEST_PAYMENT_LINK,I will check and pay shortly.,normal
evt_syn_00440,case_syn_00440,payment.failed,Card expired,cus_0405,mer_travel_05,obl_syn_00440,payment,372200,0,372200,INR,card,Kotak,expired_card,expired_card,1787708880,1,2,26,4,P6,smb,711,16,2,0.649,sms_responsive,1,0,2,1,3,3,1.3,44,15,24,SMS,PAYMENT_LINK,3,10,0.918,0.323,0.451,0.246,1,1,1,1,2,2,90,normal,0,0,not_applicable,created,valid,REQUEST_PAYMENT_LINK,I will check and pay shortly.,normal
evt_syn_00441,case_syn_00441,payment.failed,Card expired,cus_0041,mer_travel_05,obl_syn_00441,payment,179900,0,179900,INR,card,Axis,expired_card,expired_card,1787716500,3,2,26,3,P9,startup,407,8,4,0.573,method_switcher,0,0,0,0,0,4,12.0,18,20,1,PAYMENT_LINK,PAYMENT_LINK,1,9,0.414,0.263,0.54,0.376,1,1,1,1,11,4,239,normal,0,0,not_applicable,created,valid,REQUEST_PAYMENT_LINK,I will check and pay shortly.,normal
evt_syn_00442,case_syn_00442,payment.failed,Card expired,cus_0244,mer_travel_05,obl_syn_00442,payment,1324600,0,1324600,INR,card,ICICI,expired_card,expired_card,1787709300,1,2,26,6,P7,consumer,283,9,4,0.72,whatsapp_responsive,2,2,2,0,6,1,1.8,74,11,13,WHATSAPP,SMS,2,4,0.303,0.94,0.543,0.426,1,1,1,1,3,2,1347,normal,0,0,not_applicable,created,valid,REQUEST_PAYMENT_LINK,Need invoice and payment details.,normal
evt_syn_00443,case_syn_00443,payment.failed,Card expired,cus_0074,mer_retail_01,obl_syn_00443,payment,340900,0,340900,INR,card,HDFC,expired_card,expired_card,1787710740,2,2,26,5,P7,smb,988,18,4,0.45,whatsapp_responsive,1,1,2,0,2,4,5.1,15,11,8,WHATSAPP,SMS,1,4,0.119,0.789,0.226,0.551,1,1,1,1,0,2,532,normal,0,0,not_applicable,created,valid,REQUEST_PAYMENT_LINK,Need invoice and payment details.,normal
evt_syn_00444,case_syn_00444,payment.failed,Card expired,cus_0012,mer_saas_02,obl_syn_00444,payment,459400,0,459400,INR,card,Federal,expired_card,expired_card,1787707500,1,2,26,4,P1,smb,992,21,0,0.895,calm,2,0,2,0,4,2,0.5,47,11,27,EMAIL,EMAIL,1,9,0.537,0.141,0.818,0.326,1,1,1,1,1,2,1240,normal,0,0,not_applicable,created,valid,REQUEST_PAYMENT_LINK,I will check and pay shortly.,normal
evt_syn_00445,case_syn_00445,payment.failed,Card expired,cus_0227,mer_retail_01,obl_syn_00445,payment,1783300,0,1783300,INR,card,ICICI,expired_card,expired_card,1787707320,1,2,26,4,P1,consumer,1030,23,2,0.865,calm,1,0,0,0,3,0,0.8,89,18,19,EMAIL,PAYMENT_LINK,1,11,0.442,0.17,0.835,0.262,1,1,1,1,2,1,1476,normal,0,0,not_applicable,created,valid,REQUEST_PAYMENT_LINK,Need invoice and payment details.,normal
evt_syn_00446,case_syn_00446,payment.failed,Card expired,cus_0180,mer_health_04,obl_syn_00446,payment,342700,0,342700,INR,card,HDFC,expired_card,expired_card,1787710560,2,2,26,6,P9,enterprise,472,10,5,0.455,method_switcher,0,0,2,0,0,2,2.4,38,19,5,PAYMENT_LINK,EMAIL,0,2,0.532,0.168,0.319,0.36,1,1,1,1,9,3,1657,normal,0,0,not_applicable,created,valid,REQUEST_PAYMENT_LINK,I will check and pay shortly.,normal
evt_syn_00447,case_syn_00447,payment.failed,Card expired,cus_0262,mer_travel_05,obl_syn_00447,payment,1130100,0,1130100,INR,card,Yes Bank,expired_card,expired_card,1787704380,0,2,26,2,P6,consumer,281,10,4,0.447,sms_responsive,0,0,0,0,5,4,2.0,39,8,24,SMS,PAYMENT_LINK,0,8,0.954,0.215,0.547,0.53,1,1,1,1,1,3,251,normal,0,0,not_applicable,created,valid,REQUEST_PAYMENT_LINK,Please share the payment link again.,normal
evt_syn_00448,case_syn_00448,payment.failed,Card expired,cus_0146,mer_edu_03,obl_syn_00448,payment,82500,0,82500,INR,card,HDFC,expired_card,expired_card,1787709000,1,2,26,2,P7,startup,1367,20,6,0.609,whatsapp_responsive,0,0,0,0,0,3,4.6,8,19,10,WHATSAPP,EMAIL,0,1,0.579,0.852,0.558,0.359,1,1,1,1,3,0,914,normal,0,0,not_applicable,created,valid,REQUEST_PAYMENT_LINK,Need invoice and payment details.,normal
evt_syn_00449,case_syn_00449,payment.failed,Card expired,cus_0097,mer_travel_05,obl_syn_00449,payment,1502300,0,1502300,INR,card,Yes Bank,expired_card,expired_card,1787699340,23,1,25,0,P9,enterprise,764,16,8,0.547,method_switcher,2,2,2,0,3,5,10.2,6,23,9,PAYMENT_LINK,EMAIL,2,12,0.182,0.146,0.502,0.248,1,1,1,1,4,4,1751,normal,0,0,not_applicable,created,valid,REQUEST_PAYMENT_LINK,Please share the payment link again.,normal
evt_syn_00450,case_syn_00450,payment.failed,Card expired,cus_0037,mer_travel_05,obl_syn_00450,payment,1568400,0,1568400,INR,card,ICICI,expired_card,expired_card,1787706360,1,2,26,4,P7,consumer,589,13,2,0.408,whatsapp_responsive,0,0,0,0,0,5,2.5,49,17,28,WHATSAPP,WHATSAPP,1,6,0.543,0.943,0.518,0.14,1,1,1,1,4,3,1688,normal,0,0,not_applicable,created,valid,REQUEST_PAYMENT_LINK,I will check and pay shortly.,normal
evt_syn_00451,case_syn_00451,payment.failed,Card expired,cus_0286,mer_saas_02,obl_syn_00451,payment,506400,0,506400,INR,card,IDFC,expired_card,expired_card,1787703840,0,2,26,3,P1,smb,1390,17,1,0.745,calm,1,1,2,0,2,2,1.2,82,17,7,EMAIL,EMAIL,3,4,0.23,0.529,0.835,0.218,1,1,1,1,1,3,1304,normal,0,0,not_applicable,created,valid,REQUEST_PAYMENT_LINK,Need invoice and payment details.,normal
evt_syn_00452,case_syn_00452,payment.failed,Card expired,cus_0026,mer_saas_02,obl_syn_00452,payment,1524500,0,1524500,INR,card,IDFC,expired_card,expired_card,1787695200,22,1,25,4,P1,smb,753,12,0,0.726,calm,0,0,0,0,4,3,1.7,53,10,26,EMAIL,VOICE_CALL,2,1,0.488,0.55,0.634,0.416,1,1,1,1,2,0,1709,normal,0,0,not_applicable,created,valid,REQUEST_PAYMENT_LINK,Please share the payment link again.,normal
evt_syn_00453,case_syn_00453,payment.failed,Card expired,cus_0138,mer_edu_03,obl_syn_00453,payment,538100,0,538100,INR,card,ICICI,expired_card,expired_card,1787699220,23,1,25,3,P1,smb,1965,32,1,0.837,calm,1,0,1,0,3,1,2.0,4,16,4,EMAIL,SMS,0,3,0.529,0.182,0.64,0.509,1,1,1,0,0,0,1287,normal,0,0,not_applicable,created,valid,REQUEST_PAYMENT_LINK,I will check and pay shortly.,normal
evt_syn_00454,case_syn_00454,payment.failed,Card expired,cus_0030,mer_edu_03,obl_syn_00454,payment,980600,0,980600,INR,card,Kotak,expired_card,expired_card,1787700300,23,1,25,4,P6,enterprise,1021,14,0,0.519,sms_responsive,1,1,2,0,2,2,2.5,87,17,1,SMS,SMS,0,11,0.708,0.412,0.339,0.556,1,1,1,1,0,3,1362,normal,0,0,not_applicable,created,valid,REQUEST_PAYMENT_LINK,I will check and pay shortly.,normal
evt_syn_00455,case_syn_00455,payment.failed,Card expired,cus_0031,mer_travel_05,obl_syn_00455,payment,182100,0,182100,INR,card,SBI,expired_card,expired_card,1787696280,22,1,25,5,P3,consumer,331,5,13,0.242,avoidant,4,1,0,2,4,1,17.0,42,22,1,SMS,SMS,0,10,0.84,0.388,0.32,0.675,1,1,1,0,0,0,314,normal,0,0,not_applicable,created,valid,REQUEST_PAYMENT_LINK,Need invoice and payment details.,normal
evt_syn_00456,case_syn_00456,payment.failed,Card expired,cus_0032,mer_travel_05,obl_syn_00456,payment,537400,0,537400,INR,card,Axis,expired_card,expired_card,1787698380,22,1,25,2,P3,smb,386,6,6,0.433,avoidant,7,1,2,0,0,1,8.9,55,21,20,SMS,EMAIL,3,6,0.885,0.293,0.443,0.115,1,1,1,1,0,0,1556,normal,0,0,not_applicable,created,valid,REQUEST_PAYMENT_LINK,Need invoice and payment details.,normal
evt_syn_00457,case_syn_00457,payment.failed,Card expired,cus_0215,mer_travel_05,obl_syn_00457,payment,143200,0,143200,INR,card,IDFC,expired_card,expired_card,1787695140,21,1,25,3,P9,startup,905,17,6,0.345,method_switcher,0,0,1,0,3,2,6.9,49,22,4,PAYMENT_LINK,SMS,2,4,0.565,0.291,0.352,0.206,1,1,1,1,7,4,1280,normal,0,0,not_applicable,created,valid,REQUEST_PAYMENT_LINK,Need invoice and payment details.,normal
evt_syn_00458,case_syn_00458,payment.failed,Card expired,cus_0157,mer_health_04,obl_syn_00458,payment,141200,0,141200,INR,card,IDFC,expired_card,expired_card,1787694600,21,1,25,2,P6,enterprise,341,5,1,0.444,sms_responsive,0,0,1,1,3,5,3.9,46,11,11,SMS,SMS,1,12,0.882,0.287,0.47,0.587,1,1,1,1,4,3,253,normal,0,0,not_applicable,created,valid,REQUEST_PAYMENT_LINK,Please share the payment link again.,normal
evt_syn_00459,case_syn_00459,payment.failed,Card expired,cus_0162,mer_edu_03,obl_syn_00459,payment,1611300,0,1611300,INR,card,Federal,expired_card,expired_card,1787691300,20,1,25,3,P9,consumer,763,18,8,0.538,method_switcher,0,0,1,0,2,5,11.4,49,14,6,PAYMENT_LINK,EMAIL,2,11,0.123,0.123,0.086,0.319,1,1,1,1,9,7,1526,normal,0,0,not_applicable,created,valid,REQUEST_PAYMENT_LINK,I will check and pay shortly.,normal
evt_syn_00460,case_syn_00460,payment.failed,Card expired,cus_0157,mer_saas_02,obl_syn_00460,payment,494200,0,494200,INR,card,Federal,expired_card,expired_card,1787691300,20,1,25,3,P6,enterprise,341,5,1,0.444,sms_responsive,0,0,1,1,3,5,3.9,46,11,11,SMS,SMS,1,12,0.882,0.287,0.47,0.587,1,1,1,1,4,3,547,normal,0,0,not_applicable,created,valid,REQUEST_PAYMENT_LINK,Need invoice and payment details.,normal
evt_syn_00461,case_syn_00461,payment.failed,Card expired,cus_0412,mer_health_04,obl_syn_00461,payment,292900,0,292900,INR,card,Federal,expired_card,expired_card,1787692020,21,1,25,2,P7,startup,814,13,3,0.47,whatsapp_responsive,2,1,2,2,6,4,6.1,79,12,28,WHATSAPP,EMAIL,2,3,0.096,0.814,0.208,0.688,1,1,1,0,2,0,1654,normal,0,0,not_applicable,created,valid,REQUEST_PAYMENT_LINK,Need invoice and payment details.,normal
evt_syn_00462,case_syn_00462,payment.failed,Card expired,cus_0158,mer_edu_03,obl_syn_00462,payment,1704200,0,1704200,INR,card,IDFC,expired_card,expired_card,1787691960,21,1,25,4,P1,enterprise,478,9,0,0.812,calm,2,0,1,0,0,3,3.0,2,15,3,EMAIL,SMS,3,3,0.379,0.333,0.854,0.192,1,1,1,1,2,2,496,normal,0,0,not_applicable,created,valid,REQUEST_PAYMENT_LINK,Need invoice and payment details.,normal
evt_syn_00463,case_syn_00463,payment.failed,Card expired,cus_0162,mer_edu_03,obl_syn_00463,payment,732000,0,732000,INR,card,HDFC,expired_card,expired_card,1787694240,21,1,25,3,P9,consumer,763,18,8,0.538,method_switcher,0,0,1,0,2,5,11.4,49,14,6,PAYMENT_LINK,EMAIL,2,11,0.123,0.123,0.086,0.319,1,1,1,1,9,7,654,normal,0,0,not_applicable,created,valid,REQUEST_PAYMENT_LINK,Please share the payment link again.,normal
evt_syn_00464,case_syn_00464,payment.failed,Card expired,cus_0377,mer_edu_03,obl_syn_00464,payment,530800,0,530800,INR,card,Axis,expired_card,expired_card,1787689560,20,1,25,5,P3,startup,428,10,9,0.124,avoidant,2,2,0,0,5,1,13.2,71,22,17,SMS,PAYMENT_LINK,3,11,0.908,0.386,0.303,0.216,1,1,1,1,2,0,498,normal,0,0,not_applicable,created,valid,REQUEST_PAYMENT_LINK,Need invoice and payment details.,normal
evt_syn_00465,case_syn_00465,payment.failed,Card expired,cus_0304,mer_edu_03,obl_syn_00465,payment,130700,0,130700,INR,card,Yes Bank,expired_card,expired_card,1787690040,20,1,25,2,P3,consumer,489,12,9,0.397,avoidant,2,2,2,1,4,0,17.0,58,21,23,SMS,PAYMENT_LINK,2,8,0.865,0.387,0.433,0.425,1,1,1,1,3,0,485,normal,1,0,not_applicable,created,valid,REQUEST_PAYMENT_LINK,Please share the payment link again.,normal
evt_syn_00466,case_syn_00466,payment.failed,Card expired,cus_0148,mer_saas_02,obl_syn_00466,payment,569100,0,569100,INR,card,Federal,expired_card,expired_card,1787686200,19,1,25,3,P2,startup,1005,15,7,0.66,needs_salary_day,5,0,2,0,1,5,6.5,56,20,7,WHATSAPP,VOICE_CALL,1,4,0.122,0.95,0.094,0.47,1,1,1,0,2,1,994,normal,0,0,not_applicable,created,valid,REQUEST_PAYMENT_LINK,I will check and pay shortly.,normal
evt_syn_00467,case_syn_00467,payment.failed,Card expired,cus_0154,mer_edu_03,obl_syn_00467,payment,1143800,0,1143800,INR,card,ICICI,expired_card,expired_card,1787680500,17,1,25,0,P10,enterprise,824,17,7,0.382,partial_payer,4,1,1,0,18,0,8.7,69,23,24,WHATSAPP,EMAIL,0,7,0.289,0.927,0.156,0.357,1,1,1,1,2,0,1557,normal,0,0,not_applicable,created,valid,REQUEST_PAYMENT_LINK,I will check and pay shortly.,normal
evt_syn_00468,case_syn_00468,payment.failed,Card expired,cus_0234,mer_retail_01,obl_syn_00468,payment,744400,0,744400,INR,card,ICICI,expired_card,expired_card,1787686380,19,1,25,3,P9,smb,652,8,6,0.545,method_switcher,2,2,1,1,6,4,8.9,31,17,26,PAYMENT_LINK,EMAIL,0,9,0.248,0.54,0.123,0.306,1,1,1,1,10,5,515,normal,1,0,not_applicable,created,valid,REQUEST_PAYMENT_LINK,I will check and pay shortly.,normal
evt_syn_00469,case_syn_00469,payment.failed,Card expired,cus_0294,mer_saas_02,obl_syn_00469,payment,462100,0,462100,INR,card,Kotak,expired_card,expired_card,1787679600,17,1,25,6,P7,enterprise,471,7,2,0.414,whatsapp_responsive,0,0,0,0,3,5,8.0,69,21,9,WHATSAPP,PAYMENT_LINK,1,9,0.245,0.849,0.163,0.637,1,1,1,0,4,3,1039,normal,0,0,not_applicable,created,valid,REQUEST_PAYMENT_LINK,Please share the payment link again.,normal
evt_syn_00470,case_syn_00470,payment.failed,Card expired,cus_0251,mer_travel_05,obl_syn_00470,payment,439400,0,439400,INR,card,Federal,expired_card,expired_card,1787681160,18,1,25,5,P7,startup,762,19,1,0.494,whatsapp_responsive,0,0,1,0,5,2,4.6,32,15,25,WHATSAPP,PAYMENT_LINK,3,10,0.261,0.841,0.105,0.421,1,1,1,1,2,3,1223,normal,0,0,not_applicable,created,valid,REQUEST_PAYMENT_LINK,Need invoice and payment details.,normal
evt_syn_00471,case_syn_00471,payment.failed,Card expired,cus_0366,mer_saas_02,obl_syn_00471,payment,1097400,0,1097400,INR,card,IDFC,expired_card,expired_card,1787677620,17,1,25,2,P2,smb,932,12,9,0.418,needs_salary_day,1,1,1,0,2,5,3.6,30,18,10,WHATSAPP,VOICE_CALL,2,2,0.563,0.82,0.445,0.249,1,1,1,0,0,2,612,normal,0,0,not_applicable,created,valid,REQUEST_PAYMENT_LINK,Need invoice and payment details.,normal
evt_syn_00472,case_syn_00472,payment.failed,Card expired,cus_0179,mer_travel_05,obl_syn_00472,payment,100800,0,100800,INR,card,Axis,expired_card,expired_card,1787675940,16,1,25,3,P9,enterprise,1065,17,7,0.541,method_switcher,1,1,2,0,0,4,3.5,20,14,15,PAYMENT_LINK,SMS,0,1,0.555,0.481,0.367,0.597,1,1,1,1,9,7,513,normal,0,0,not_applicable,created,valid,REQUEST_PAYMENT_LINK,Please share the payment link again.,normal
evt_syn_00473,case_syn_00473,payment.failed,Card expired,cus_0408,mer_health_04,obl_syn_00473,payment,1781400,0,1781400,INR,card,IDFC,expired_card,expired_card,1787677200,17,1,25,1,P6,startup,424,8,5,0.442,sms_responsive,1,0,1,0,4,5,1.0,47,17,10,SMS,SMS,2,5,0.666,0.447,0.095,0.216,1,1,1,1,1,3,693,normal,0,0,not_applicable,created,valid,REQUEST_PAYMENT_LINK,I will check and pay shortly.,normal
evt_syn_00474,case_syn_00474,payment.failed,Card expired,cus_0113,mer_edu_03,obl_syn_00474,payment,929900,0,929900,INR,card,Federal,expired_card,expired_card,1787675640,16,1,25,6,P8,consumer,367,3,5,0.352,voice_averse,0,0,2,1,6,1,10.3,9,20,17,SMS,EMAIL,0,2,0.757,0.104,0.486,0.02,1,1,1,0,0,2,1080,normal,0,0,not_applicable,created,valid,REQUEST_PAYMENT_LINK,Need invoice and payment details.,normal
evt_syn_00475,case_syn_00475,payment.failed,Card expired,cus_0407,mer_edu_03,obl_syn_00475,payment,721900,0,721900,INR,card,Yes Bank,expired_card,expired_card,1787672040,15,1,25,4,P1,consumer,870,17,1,0.628,calm,3,2,2,0,2,0,0.6,28,14,12,EMAIL,EMAIL,2,5,0.114,0.45,0.644,0.362,1,1,1,1,4,3,1399,normal,0,0,not_applicable,created,valid,REQUEST_PAYMENT_LINK,I will check and pay shortly.,normal
evt_syn_00476,case_syn_00476,payment.failed,Card expired,cus_0309,mer_saas_02,obl_syn_00476,payment,1370800,0,1370800,USD,card,Yes Bank,expired_card,expired_card,1787677020,16,1,25,1,P9,consumer,991,16,4,0.413,method_switcher,0,0,1,0,5,3,11.7,79,11,11,PAYMENT_LINK,VOICE_CALL,3,11,0.478,0.508,0.455,0.475,1,1,1,0,6,3,473,normal,0,0,not_applicable,created,valid,REQUEST_PAYMENT_LINK,I will check and pay shortly.,normal
evt_syn_00477,case_syn_00477,payment.failed,Card expired,cus_0406,mer_health_04,obl_syn_00477,payment,1175500,0,1175500,INR,card,Federal,expired_card,expired_card,1787676000,16,1,25,4,P9,smb,187,9,4,0.304,method_switcher,2,0,2,0,2,5,6.2,79,15,25,PAYMENT_LINK,SMS,0,5,0.492,0.376,0.277,0.417,1,1,1,0,7,6,529,normal,0,0,not_applicable,created,valid,REQUEST_PAYMENT_LINK,Need invoice and payment details.,normal
evt_syn_00478,case_syn_00478,payment.failed,Card expired,cus_0017,mer_travel_05,obl_syn_00478,payment,1009700,0,1009700,INR,card,Yes Bank,expired_card,expired_card,1787679240,17,1,25,1,P7,smb,1233,18,3,0.411,whatsapp_responsive,0,0,1,0,2,2,7.6,8,14,16,WHATSAPP,WHATSAPP,1,4,0.177,0.685,0.553,0.158,1,1,1,1,4,1,961,normal,0,0,not_applicable,created,valid,REQUEST_PAYMENT_LINK,Need invoice and payment details.,normal
evt_syn_00479,case_syn_00479,payment.failed,Card expired,cus_0377,mer_saas_02,obl_syn_00479,payment,998600,0,998600,INR,card,ICICI,expired_card,expired_card,1787678220,17,1,25,4,P3,startup,428,10,9,0.124,avoidant,2,2,0,0,5,1,13.2,71,22,17,SMS,PAYMENT_LINK,3,11,0.908,0.386,0.303,0.216,1,1,1,1,2,0,332,normal,0,0,not_applicable,created,valid,REQUEST_PAYMENT_LINK,I will check and pay shortly.,normal
evt_syn_00480,case_syn_00480,payment.failed,Card expired,cus_0194,mer_edu_03,obl_syn_00480,payment,319700,0,319700,INR,card,Kotak,expired_card,expired_card,1787669460,14,1,25,3,P4,enterprise,2055,31,0,0.623,formal,1,0,1,0,10,3,9.9,60,10,20,EMAIL,SMS,3,10,0.245,0.245,0.829,0.118,1,1,1,1,2,1,515,normal,0,0,not_applicable,created,valid,REQUEST_PAYMENT_LINK,I will check and pay shortly.,normal
evt_syn_00481,case_syn_00481,payment.failed,Card expired,cus_0291,mer_edu_03,obl_syn_00481,payment,1362400,0,1362400,INR,card,SBI,expired_card,expired_card,1787669520,14,1,25,6,P1,consumer,1532,33,2,0.593,calm,0,0,1,0,6,1,2.1,26,15,22,EMAIL,EMAIL,3,7,0.204,0.424,0.682,0.632,1,1,1,1,4,2,1200,normal,0,0,not_applicable,created,valid,REQUEST_PAYMENT_LINK,Please share the payment link again.,normal
evt_syn_00482,case_syn_00482,payment.failed,Card expired,cus_0294,mer_saas_02,obl_syn_00482,payment,1021000,0,1021000,INR,card,ICICI,expired_card,expired_card,1787666340,13,1,25,6,P7,enterprise,471,7,2,0.414,whatsapp_responsive,0,0,0,0,3,5,8.0,69,21,9,WHATSAPP,PAYMENT_LINK,1,9,0.245,0.849,0.163,0.637,1,1,1,0,4,3,325,normal,0,0,not_applicable,created,valid,REQUEST_PAYMENT_LINK,Please share the payment link again.,normal
evt_syn_00483,case_syn_00483,payment.failed,Card expired,cus_0116,mer_edu_03,obl_syn_00483,payment,1202500,0,1202500,INR,card,ICICI,expired_card,expired_card,1787668740,14,1,25,6,P2,enterprise,1047,23,8,0.4,needs_salary_day,3,3,2,0,2,2,3.4,9,21,3,WHATSAPP,PAYMENT_LINK,3,12,0.438,0.835,0.072,0.644,1,1,1,1,0,0,675,normal,0,0,not_applicable,created,valid,REQUEST_PAYMENT_LINK,Need invoice and payment details.,normal
evt_syn_00484,case_syn_00484,payment.failed,Card expired,cus_0157,mer_edu_03,obl_syn_00484,payment,794500,0,794500,INR,card,Axis,expired_card,expired_card,1787669880,14,1,25,1,P6,enterprise,341,5,1,0.444,sms_responsive,0,0,1,1,3,5,3.9,46,11,11,SMS,SMS,1,12,0.882,0.287,0.47,0.587,1,1,1,1,4,3,466,normal,0,0,not_applicable,created,valid,REQUEST_PAYMENT_LINK,Need invoice and payment details.,normal
evt_syn_00485,case_syn_00485,payment.failed,Card expired,cus_0214,mer_edu_03,obl_syn_00485,payment,557200,0,557200,INR,card,Federal,expired_card,expired_card,1787667000,14,1,25,5,P7,consumer,881,14,0,0.424,whatsapp_responsive,1,1,2,0,1,3,1.9,27,13,27,WHATSAPP,PAYMENT_LINK,2,2,0.273,0.685,0.232,0.439,1,1,1,1,1,0,776,normal,0,0,not_applicable,created,valid,REQUEST_PAYMENT_LINK,Need invoice and payment details.,normal
